date,country,suspected_cases,confirmed_cases,deaths,recoveries,case_fatality_rate_pct,source_url_1,source_url_2
2014-04-04,Liberia,NA,18.0,7.0,NA,38.89,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-04-04,Sierra Leone,NA,2.0,2.0,NA,100.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-04-01,Guinea,NA,127.0,83.0,NA,65.35,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-04-01,Liberia,NA,8.0,5.0,NA,62.5,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-04-01,Sierra Leone,NA,2.0,2.0,NA,100.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-31,Guinea,NA,122.0,80.0,NA,65.57,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-31,Liberia,NA,8.0,4.0,NA,50.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-31,Sierra Leone,NA,2.0,2.0,NA,100.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-29,Guinea,NA,112.0,70.0,NA,62.5,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-29,Liberia,NA,7.0,2.0,NA,28.57,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-28,Guinea,NA,112.0,70.0,NA,62.5,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-28,Liberia,NA,3.0,3.0,NA,100.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-28,Sierra Leone,NA,2.0,2.0,NA,100.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-27,Guinea,NA,103.0,66.0,NA,64.08,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-27,Liberia,NA,8.0,6.0,NA,75.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-27,Sierra Leone,NA,6.0,5.0,NA,83.33,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-26,Guinea,NA,86.0,62.0,NA,72.09,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-25,Guinea,NA,86.0,60.0,NA,69.77,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-24,Guinea,NA,86.0,59.0,NA,68.6,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-03-22,Guinea,NA,49.0,29.0,NA,59.18,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
