date,country,suspected_cases,confirmed_cases,deaths,recoveries,case_fatality_rate_pct,source_url
9/17/15,Guinea,4,3794,452,0,11.91,https://data.humdata.org/dataset/ebola-cases-2014
9/17/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/17/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/17/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/17/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/17/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/17/15,Sierra Leone,4788,13779,208,0,1.51,https://data.humdata.org/dataset/ebola-cases-2014
9/17/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/17/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/17/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,Guinea,2,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,Sierra Leone,4765,13756,208,0,1.51,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/16/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,Guinea,2,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,Sierra Leone,4765,13756,208,0,1.51,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/15/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,Guinea,3,3793,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,Sierra Leone,4757,13747,208,0,1.51,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/14/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,Guinea,1,3791,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,Sierra Leone,4711,13701,208,0,1.52,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/11/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,Guinea,1,3791,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,Sierra Leone,4708,13697,208,0,1.52,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/10/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,Guinea,2,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,Sierra Leone,4697,13683,208,0,1.52,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/9/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,Guinea,2,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,Sierra Leone,4697,13683,208,0,1.52,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/8/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,Guinea,3,3793,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,Sierra Leone,4684,13670,208,0,1.52,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/7/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,Guinea,2,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,Sierra Leone,4654,13639,208,0,1.53,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/4/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,Guinea,2,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,Sierra Leone,4653,13638,208,0,1.53,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/3/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,Guinea,3,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,Sierra Leone,4624,13609,208,0,1.53,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/2/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,Guinea,3,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,Sierra Leone,4624,13609,208,0,1.53,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
9/1/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,Guinea,1,3790,452,0,11.93,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,Sierra Leone,4618,13603,208,0,1.53,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/31/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,Guinea,9,3797,452,0,11.9,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,Sierra Leone,4602,13586,208,0,1.53,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/28/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,Guinea,9,3797,452,0,11.9,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,Sierra Leone,4598,13582,208,0,1.53,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/27/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,Guinea,5,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,Sierra Leone,4557,13541,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/26/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,Guinea,5,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,Sierra Leone,4557,13541,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/25/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,Guinea,4,3790,452,0,11.93,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,Sierra Leone,4554,13538,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/24/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,Guinea,9,3795,452,0,11.91,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,Sierra Leone,4549,13533,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/21/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,Guinea,6,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,Sierra Leone,4534,13518,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/20/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,Guinea,2,3786,452,0,11.94,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,Sierra Leone,4510,13494,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/19/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,Guinea,2,3786,452,0,11.94,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,Sierra Leone,4510,13494,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/18/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,Guinea,6,3790,452,0,11.93,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,Sierra Leone,4505,13489,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/17/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,Guinea,9,3791,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,Sierra Leone,4501,13485,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/14/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,Guinea,10,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,Sierra Leone,4500,13484,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/13/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,Guinea,6,3787,452,0,11.94,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,Sierra Leone,4486,13470,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/12/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,Guinea,6,3787,452,0,11.94,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,Sierra Leone,4486,13470,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/11/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,Guinea,10,3791,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,Sierra Leone,4481,13465,208,0,1.54,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/10/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,Guinea,14,3795,452,0,11.91,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,Italy,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,Liberia,5636,10666,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,Mali,0,8,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,Nigeria,0,20,1,0,5,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,Senegal,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,Sierra Leone,4445,13428,208,0,1.55,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,Spain,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,United Kingdom,0,1,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/7/15,United States Of America,0,4,0,0,0,https://data.humdata.org/dataset/ebola-cases-2014
8/6/15,Guinea,11,3792,452,0,11.92,https://data.humdata.org/dataset/ebola-cases-2014
